ЖОО/ВУЗ коды,ЖОО/ВУЗ атауы,Білім беру шифры,БББТ/ГОП шифры,Мамандық (ГОП/БББТ),Мин. балл,1 профильный предмет,2 профильный предмет,Общий конкурс (2023),Сельская квота (2023),Абай,Атырау,Ауыл жастары,Жетісу,Маңғыстау,Негізгі,Түркістан,Шымкент қ.,Ұлытау
196,Өзбекәлі Жәнібеков атындағы Оңтүстік Қазақстан педагогикалық университеті - Южно-Казахстанский педагогический университет имени Өзбекәлі Жәнібеков,6B01,B011,Информатика мұғалімдерін даярлау - Подготовка учителей информатики,75,Математика,Информатика,78,75,5,15,85,20,12,750,5,10,5
25,Қазақ ұлттық қыздар педагогикалық университеті - Казахский национальный женский педагогический университет,6B01,B011,Информатика мұғалімдерін даярлау - Подготовка учителей информатики,75,Математика,Информатика,78,75,5,15,85,20,12,750,5,10,5
158,Абай Мырзахметов атындағы Көкшетау университеті - Кокшетауский университет имени Абая Мырзахметова,6B01,B011,Информатика мұғалімдерін даярлау - Подготовка учителей информатики,75,Математика,Информатика,78,75,5,15,85,20,12,750,5,10,5
185,Астана халықаралық университеті - Международный университет Астана,6B01,B011,Информатика мұғалімдерін даярлау - Подготовка учителей информатики,75,Математика,Информатика,78,75,5,15,85,20,12,750,5,10,5
36,Ахмет Байтұрсынов атындағы Қостанай өңірлік университеті - Костанайский региональный университет имени Ахмета Байтурсынова,6B01,B011,Информатика мұғалімдерін даярлау - Подготовка учителей информатики,75,Математика,Информатика,78,75,5,15,85,20,12,750,5,10,5
42,Семей қаласының Шәкәрім атындағы университеті - Университет имени Шакарима города Семей,6B01,B011,Информатика мұғалімдерін даярлау - Подготовка учителей информатики,75,Математика,Информатика,78,75,5,15,85,20,12,750,5,10,5
35,Ш. Уәлиханов атындағы Көкшетау университеті - Кокшетауский университет имени Ш. Уалиханова,6B01,B011,Информатика мұғалімдерін даярлау - Подготовка учителей информатики,75,Математика,Информатика,78,75,5,15,85,20,12,750,5,10,5
37,Қожа Ахмет Ясауи атындағы Халықаралық қазақ-түрік университеті - Международный казахско-турецкий университет имени Ходжи Ахмеда Ясави,6B01,B011,Информатика мұғалімдерін даярлау - Подготовка учителей информатики,75,Математика,Информатика,78,75,5,15,85,20,12,750,5,10,5
43,М.Х. Дулати атындағы Тараз өңірлік университеті - Таразский региональный университет имени М.Х. Дулати,6B01,B011,Информатика мұғалімдерін даярлау - Подготовка учителей информатики,75,Математика,Информатика,78,75,5,15,85,20,12,750,5,10,5
45,М. Әуезов атындағы Оңтүстік Қазақстан университеті - Южно-Казахстанский университет имени М. Ауэзова,6B01,B011,Информатика мұғалімдерін даярлау - Подготовка учителей информатики,75,Математика,Информатика,78,75,5,15,85,20,12,750,5,10,5
34,Қорқыт ата атындағы Қызылорда университеті - Кызылординский университет имени Коркыт Ата,6B01,B011,Информатика мұғалімдерін даярлау - Подготовка учителей информатики,75,Математика,Информатика,78,75,5,15,85,20,12,750,5,10,5
7,Абай атындағы Қазақ ұлттық педагогикалық университеті - Казахский национальный педагогический университет имени Абая,6B01,B011,Информатика мұғалімдерін даярлау - Подготовка учителей информатики,75,Математика,Информатика,78,75,5,15,85,20,12,750,5,10,5
8,Ы. Алтынсарин атындағы Арқалық педагогикалық институты - Аркалыкский педагогический институт имени Ы.Алтынсарина,6B01,B011,Информатика мұғалімдерін даярлау - Подготовка учителей информатики,75,Математика,Информатика,78,75,5,15,85,20,12,750,5,10,5
10,Халел Досмұхамедов атындағы Атырау университеті - Атырауский университет имени Халела Досмухамедова,6B01,B011,Информатика мұғалімдерін даярлау - Подготовка учителей информатики,75,Математика,Информатика,78,75,5,15,85,20,12,750,5,10,5
528,ҚЫЗЫЛОРДА АШЫҚ УНИВЕРСИТЕТІ БІЛІМ БЕРУ МЕКЕМЕСІ - УЧРЕЖДЕНИЕ ОБРАЗОВАНИЯ КЫЗЫЛОРДИНСКИЙ ОТКРЫТЫЙ УНИВЕРСИТЕТ,6B01,B011,Информатика мұғалімдерін даярлау - Подготовка учителей информатики,75,Математика,Информатика,78,75,5,15,85,20,12,750,5,10,5
3,Ш. Есенов атындағы Каспий технологиялар және инжиниринг университеті - Каспийский университет технологии и инжиниринга имени Ш.Есенова,6B01,B011,Информатика мұғалімдерін даярлау - Подготовка учителей информатики,75,Математика,Информатика,78,75,5,15,85,20,12,750,5,10,5
143,Университет имени Жумабека Ахметулы Ташенева - Университет имени Жумабека Ахметулы Ташенева,6B01,B011,Информатика мұғалімдерін даярлау - Подготовка учителей информатики,75,Математика,Информатика,78,75,5,15,85,20,12,750,5,10,5
5,Қ. Жұбанов атындағы Ақтөбе өңірлік университеті - Актюбинский региональный университет имени К.Жубанова,6B01,B011,Информатика мұғалімдерін даярлау - Подготовка учителей информатики,75,Математика,Информатика,78,75,5,15,85,20,12,750,5,10,5
16,М. Өтемісов атындағы Батыс Қазақстан университеті - Западно-Казахстанский университет имени М. Утемисова,6B01,B011,Информатика мұғалімдерін даярлау - Подготовка учителей информатики,75,Математика,Информатика,78,75,5,15,85,20,12,750,5,10,5
305,Қызылорда «Болашақ» университеті - Кызылординский Университет «Болашак»,6B01,B011,Информатика мұғалімдерін даярлау - Подготовка учителей информатики,75,Математика,Информатика,78,75,5,15,85,20,12,750,5,10,5
202,Академик Ә. Қуатбеков атындағы Халықтар достығы университеті - Университет дружбы народов имени академика А. Куатбекова,6B01,B011,Информатика мұғалімдерін даярлау - Подготовка учителей информатики,75,Математика,Информатика,78,75,5,15,85,20,12,750,5,10,5
198,Батыс Қазақстан инновациялық-технологиялық университеті - Западно-Казахстанский инновационно-технологический университет,6B01,B011,Информатика мұғалімдерін даярлау - Подготовка учителей информатики,75,Математика,Информатика,78,75,5,15,85,20,12,750,5,10,5
15,Ілияс Жансүгіров атындағы Жетісу университеті - Жетысуский университет имени Ильяса Жансугурова,6B01,B011,Информатика мұғалімдерін даярлау - Подготовка учителей информатики,75,Математика,Информатика,78,75,5,15,85,20,12,750,5,10,5
517,Әлкей Марғұлан атындағы Павлодар педагогикалық университеті - Павлодарский педагогический университет имени Әлкей Марғұлан,6B01,B011,Информатика мұғалімдерін даярлау - Подготовка учителей информатики,75,Математика,Информатика,78,75,5,15,85,20,12,750,5,10,5
11,Сәрсен Аманжолов атындағы Шығыс Қазақстан университеті - Восточно-Казахстанский университет имени Сарсена Аманжолова,6B01,B011,Информатика мұғалімдерін даярлау - Подготовка учителей информатики,75,Математика,Информатика,78,75,5,15,85,20,12,750,5,10,5
302,«SDU University» мекемесі - Учреждение «SDU University»,6B01,B012,Химия мұғалімдерін даярлау - Подготовка учителей химии,100,Химия,Биология,107,97,5,15,140,20,12,750,5,5,5
31,Е.А. Бөкетов атындағы Қарағанды университеті - Карагандинский университет имени академика Е.А. Букетова,6B01,B012,Химия мұғалімдерін даярлау - Подготовка учителей химии,77,Химия,Биология,107,97,5,15,140,20,12,750,5,5,5
25,Қазақ ұлттық қыздар педагогикалық университеті - Казахский национальный женский педагогический университет,6B01,B012,Химия мұғалімдерін даярлау - Подготовка учителей химии,75,Химия,Биология,107,97,5,15,140,20,12,750,5,5,5
196,Өзбекәлі Жәнібеков атындағы Оңтүстік Қазақстан педагогикалық университеті - Южно-Казахстанский педагогический университет имени Өзбекәлі Жәнібеков,6B01,B012,Химия мұғалімдерін даярлау - Подготовка учителей химии,75,Химия,Биология,107,97,5,15,140,20,12,750,5,5,5
185,Астана халықаралық университеті - Международный университет Астана,6B01,B012,Химия мұғалімдерін даярлау - Подготовка учителей химии,75,Химия,Биология,107,97,5,15,140,20,12,750,5,5,5
42,Семей қаласының Шәкәрім атындағы университеті - Университет имени Шакарима города Семей,6B01,B012,Химия мұғалімдерін даярлау - Подготовка учителей химии,75,Химия,Биология,107,97,5,15,140,20,12,750,5,5,5
35,Ш. Уәлиханов атындағы Көкшетау университеті - Кокшетауский университет имени Ш. Уалиханова,6B01,B012,Химия мұғалімдерін даярлау - Подготовка учителей химии,75,Химия,Биология,107,97,5,15,140,20,12,750,5,5,5
36,Ахмет Байтұрсынов атындағы Қостанай өңірлік университеті - Костанайский региональный университет имени Ахмета Байтурсынова,6B01,B012,Химия мұғалімдерін даярлау - Подготовка учителей химии,75,Химия,Биология,107,97,5,15,140,20,12,750,5,5,5
37,Қожа Ахмет Ясауи атындағы Халықаралық қазақ-түрік университеті - Международный казахско-турецкий университет имени Ходжи Ахмеда Ясави,6B01,B012,Химия мұғалімдерін даярлау - Подготовка учителей химии,75,Химия,Биология,107,97,5,15,140,20,12,750,5,5,5
40,Манаш Қозыбаев атындағы Солтүстік Қазақстан университеті - Северо-Казахстанский университет имени Манаша Козыбаева,6B01,B012,Химия мұғалімдерін даярлау - Подготовка учителей химии,75,Химия,Биология,107,97,5,15,140,20,12,750,5,5,5
141,ALIKHAN BOKEIKHAN UNIVERSITY БІЛІМ БЕРУ МЕКЕМЕСІ - УЧРЕЖДЕНИЕ ОБРАЗОВАНИЯ ALIKHAN BOKEIKHAN UNIVERSITY,6B01,B012,Химия мұғалімдерін даярлау - Подготовка учителей химии,75,Химия,Биология,107,97,5,15,140,20,12,750,5,5,5
43,М.Х. Дулати атындағы Тараз өңірлік университеті - Таразский региональный университет имени М.Х. Дулати,6B01,B012,Химия мұғалімдерін даярлау - Подготовка учителей химии,75,Химия,Биология,107,97,5,15,140,20,12,750,5,5,5
45,М. Әуезов атындағы Оңтүстік Қазақстан университеті - Южно-Казахстанский университет имени М. Ауэзова,6B01,B012,Химия мұғалімдерін даярлау - Подготовка учителей химии,75,Химия,Биология,107,97,5,15,140,20,12,750,5,5,5
34,Қорқыт ата атындағы Қызылорда университеті - Кызылординский университет имени Коркыт Ата,6B01,B012,Химия мұғалімдерін даярлау - Подготовка учителей химии,75,Химия,Биология,107,97,5,15,140,20,12,750,5,5,5
7,Абай атындағы Қазақ ұлттық педагогикалық университеті - Казахский национальный педагогический университет имени Абая,6B01,B012,Химия мұғалімдерін даярлау - Подготовка учителей химии,75,Химия,Биология,107,97,5,15,140,20,12,750,5,5,5
8,Ы. Алтынсарин атындағы Арқалық педагогикалық институты - Аркалыкский педагогический институт имени Ы.Алтынсарина,6B01,B012,Химия мұғалімдерін даярлау - Подготовка учителей химии,75,Химия,Биология,107,97,5,15,140,20,12,750,5,5,5
10,Халел Досмұхамедов атындағы Атырау университеті - Атырауский университет имени Халела Досмухамедова,6B01,B012,Химия мұғалімдерін даярлау - Подготовка учителей химии,75,Химия,Биология,107,97,5,15,140,20,12,750,5,5,5
143,Университет имени Жумабека Ахметулы Ташенева - Университет имени Жумабека Ахметулы Ташенева,6B01,B012,Химия мұғалімдерін даярлау - Подготовка учителей химии,75,Химия,Биология,107,97,5,15,140,20,12,750,5,5,5
3,Ш. Есенов атындағы Каспий технологиялар және инжиниринг университеті - Каспийский университет технологии и инжиниринга имени Ш.Есенова,6B01,B012,Химия мұғалімдерін даярлау - Подготовка учителей химии,75,Химия,Биология,107,97,5,15,140,20,12,750,5,5,5
5,Қ. Жұбанов атындағы Ақтөбе өңірлік университеті - Актюбинский региональный университет имени К.Жубанова,6B01,B012,Химия мұғалімдерін даярлау - Подготовка учителей химии,75,Химия,Биология,107,97,5,15,140,20,12,750,5,5,5
16,М. Өтемісов атындағы Батыс Қазақстан университеті - Западно-Казахстанский университет имени М. Утемисова,6B01,B012,Химия мұғалімдерін даярлау - Подготовка учителей химии,75,Химия,Биология,107,97,5,15,140,20,12,750,5,5,5
202,Академик Ә. Қуатбеков атындағы Халықтар достығы университеті - Университет дружбы народов имени академика А. Куатбекова,6B01,B012,Химия мұғалімдерін даярлау - Подготовка учителей химии,75,Химия,Биология,107,97,5,15,140,20,12,750,5,5,5
15,Ілияс Жансүгіров атындағы Жетісу университеті - Жетысуский университет имени Ильяса Жансугурова,6B01,B012,Химия мұғалімдерін даярлау - Подготовка учителей химии,75,Химия,Биология,107,97,5,15,140,20,12,750,5,5,5
517,Әлкей Марғұлан атындағы Павлодар педагогикалық университеті - Павлодарский педагогический университет имени Әлкей Марғұлан,6B01,B012,Химия мұғалімдерін даярлау - Подготовка учителей химии,75,Химия,Биология,107,97,5,15,140,20,12,750,5,5,5
11,Сәрсен Аманжолов атындағы Шығыс Қазақстан университеті - Восточно-Казахстанский университет имени Сарсена Аманжолова,6B01,B012,Химия мұғалімдерін даярлау - Подготовка учителей химии,75,Химия,Биология,107,97,5,15,140,20,12,750,5,5,5
13,Л.Н. Гумилев атындағы Еуразия ұлттық университеті - Евразийский национальный университет имени Л.Н. Гумилева,6B03,B040,Саясаттану - Политология,100,Всемирная история,Иностранный язык,115,-,,20,,,20,140,,,
21,«Нархоз» университеті - Университет «Нархоз»,6B03,B040,Саясаттану - Политология,90,Всемирная история,Иностранный язык,115,-,,20,,,20,140,,,
27,Әл-Фараби атындағы Қазақ ұлттық университеті - Казахский национальный университет им.аль-Фараби,6B03,B040,Саясаттану - Политология,85,Всемирная история,Иностранный язык,115,-,,20,,,20,140,,,
7,Абай атындағы Қазақ ұлттық педагогикалық университеті - Казахский национальный педагогический университет имени Абая,6B03,B040,Саясаттану - Политология,65,Всемирная история,Иностранный язык,115,-,,20,,,20,140,,,
31,Е.А. Бөкетов атындағы Қарағанды университеті - Карагандинский университет имени академика Е.А. Букетова,6B03,B040,Саясаттану - Политология,55,Всемирная история,Иностранный язык,115,-,,20,,,20,140,,,
11,Сәрсен Аманжолов атындағы Шығыс Қазақстан университеті - Восточно-Казахстанский университет имени Сарсена Аманжолова,6B03,B040,Саясаттану - Политология,50,Всемирная история,Иностранный язык,115,-,,20,,,20,140,,,
16,М. Өтемісов атындағы Батыс Қазақстан университеті - Западно-Казахстанский университет имени М. Утемисова,6B03,B040,Саясаттану - Политология,50,Всемирная история,Иностранный язык,115,-,,20,,,20,140,,,
45,М. Әуезов атындағы Оңтүстік Қазақстан университеті - Южно-Казахстанский университет имени М. Ауэзова,6B03,B040,Саясаттану - Политология,50,Всемирная история,Иностранный язык,115,-,,20,,,20,140,,,
38,Торайғыров университеті - Торайгыров университет,6B03,B040,Саясаттану - Политология,50,Всемирная история,Иностранный язык,115,-,,20,,,20,140,,,
93,«Тұран» университеті - Университет «Туран»,6B03,B040,Саясаттану - Политология,50,Всемирная история,Иностранный язык,115,-,,20,,,20,140,,,
13,Л.Н. Гумилев атындағы Еуразия ұлттық университеті - Евразийский национальный университет имени Л.Н. Гумилева,6B02,B033,Дінтану және теология - Религия и теология,100,Творческий экзамен,Творческий экзамен,117,112,,,,,10,270,,,
27,Әл-Фараби атындағы Қазақ ұлттық университеті - Казахский национальный университет им.аль-Фараби,6B02,B033,Дінтану және теология - Религия и теология,80,Творческий экзамен,Творческий экзамен,117,112,,,,,10,270,,,
37,Қожа Ахмет Ясауи атындағы Халықаралық қазақ-түрік университеті - Международный казахско-турецкий университет имени Ходжи Ахмеда Ясави,6B02,B033,Дінтану және теология - Религия и теология,75,Творческий экзамен,Творческий экзамен,117,112,,,,,10,270,,,
503,«Нұр-Мүбарак» Египет ислам мәдениеті университеті - Египетский университет исламской культуры «Нур-Мубарак»,6B02,B033,Дінтану және теология - Религия и теология,70,Творческий экзамен,Творческий экзамен,117,112,,,,,10,270,,,
7,Абай атындағы Қазақ ұлттық педагогикалық университеті - Казахский национальный педагогический университет имени Абая,6B02,B033,Дінтану және теология - Религия и теология,65,Творческий экзамен,Творческий экзамен,117,112,,,,,10,270,,,
31,Е.А. Бөкетов атындағы Қарағанды университеті - Карагандинский университет имени академика Е.А. Букетова,6B02,B033,Дінтану және теология - Религия и теология,65,Творческий экзамен,Творческий экзамен,117,112,,,,,10,270,,,
45,М. Әуезов атындағы Оңтүстік Қазақстан университеті - Южно-Казахстанский университет имени М. Ауэзова,6B02,B033,Дінтану және теология - Религия и теология,55,Творческий экзамен,Творческий экзамен,117,112,,,,,10,270,,,
11,Сәрсен Аманжолов атындағы Шығыс Қазақстан университеті - Восточно-Казахстанский университет имени Сарсена Аманжолова,6B02,B033,Дінтану және теология - Религия и теология,50,Творческий экзамен,Творческий экзамен,117,112,,,,,10,270,,,
10,Халел Досмұхамедов атындағы Атырау университеті - Атырауский университет имени Халела Досмухамедова,6B02,B033,Дінтану және теология - Религия и теология,50,Творческий экзамен,Творческий экзамен,117,112,,,,,10,270,,,
35,Ш. Уәлиханов атындағы Көкшетау университеті - Кокшетауский университет имени Ш. Уалиханова,6B02,B033,Дінтану және теология - Религия и теология,50,Творческий экзамен,Творческий экзамен,117,112,,,,,10,270,,,
21,«Нархоз» университеті - Университет «Нархоз»,6B03,B038,Әлеуметтану - Социология,100,Математика,География,103,-,,10,,,10,120,,,
13,Л.Н. Гумилев атындағы Еуразия ұлттық университеті - Евразийский национальный университет имени Л.Н. Гумилева,6B03,B038,Әлеуметтану - Социология,90,Математика,География,103,-,,10,,,10,120,,,
27,Әл-Фараби атындағы Қазақ ұлттық университеті - Казахский национальный университет им.аль-Фараби,6B03,B038,Әлеуметтану - Социология,80,Математика,География,103,-,,10,,,10,120,,,
7,Абай атындағы Қазақ ұлттық педагогикалық университеті - Казахский национальный педагогический университет имени Абая,6B03,B038,Әлеуметтану - Социология,65,Математика,География,103,-,,10,,,10,120,,,
25,Қазақ ұлттық қыздар педагогикалық университеті - Казахский национальный женский педагогический университет,6B03,B038,Әлеуметтану - Социология,65,Математика,География,103,-,,10,,,10,120,,,
31,Е.А. Бөкетов атындағы Қарағанды университеті - Карагандинский университет имени академика Е.А. Букетова,6B03,B038,Әлеуметтану - Социология,55,Математика,География,103,-,,10,,,10,120,,,
16,М. Өтемісов атындағы Батыс Қазақстан университеті - Западно-Казахстанский университет имени М. Утемисова,6B03,B038,Әлеуметтану - Социология,50,Математика,География,103,-,,10,,,10,120,,,
13,Л.Н. Гумилев атындағы Еуразия ұлттық университеті - Евразийский национальный университет имени Л.Н. Гумилева,6B06,B058,Ақпараттық қауіпсіздік - Информационная безопасность,100,Математика,Информатика,62,-,,100,20,,100,2768,10,37,15
21,«Нархоз» университеті - Университет «Нархоз»,6B06,B058,Ақпараттық қауіпсіздік - Информационная безопасность,100,Математика,Информатика,62,-,,100,20,,100,2768,10,37,15
27,Әл-Фараби атындағы Қазақ ұлттық университеті - Казахский национальный университет им.аль-Фараби,6B06,B058,Ақпараттық қауіпсіздік - Информационная безопасность,90,Математика,Информатика,62,-,,100,20,,100,2768,10,37,15
522,Astana IT University - Astana IT University,6B06,B058,Ақпараттық қауіпсіздік - Информационная безопасность,80,Математика,Информатика,62,-,,100,20,,100,2768,10,37,15
190,Халықаралық ақпараттық технологиялар университеті - Международный университет информационных технологий,6B06,B058,Ақпараттық қауіпсіздік - Информационная безопасность,80,Математика,Информатика,62,-,,100,20,,100,2768,10,37,15
29,Қ.И.Сәтбаев атындағы Қазақ ұлттық техникалық зерттеу университеті - Казахский национальный исследовательский технический университет имени К.И.Сатпаева,6B06,B058,Ақпараттық қауіпсіздік - Информационная безопасность,75,Математика,Информатика,62,-,,100,20,,100,2768,10,37,15
57,Ғұмарбек Дәукеев атындағы Алматы энергетика және байланыс университеті - Алматинский университет энергетики и связи имени Гумарбека Даукеева,6B06,B058,Ақпараттық қауіпсіздік - Информационная безопасность,70,Математика,Информатика,62,-,,100,20,,100,2768,10,37,15
9,Сафи Өтебаев атындағы Атырау мұнай және газ университеті - Атырауский университет нефти и газа имени Сафи Утебаева,6B06,B058,Ақпараттық қауіпсіздік - Информационная безопасность,50,Математика,Информатика,62,-,,100,20,,100,2768,10,37,15
34,Қорқыт ата атындағы Қызылорда университеті - Кызылординский университет имени Коркыт Ата,6B06,B058,Ақпараттық қауіпсіздік - Информационная безопасность,50,Математика,Информатика,62,-,,100,20,,100,2768,10,37,15
32,Әбілқас Сағынов атындағы Қарағанды техникалық университеті - Карагандинский технический университет имени Абылкаса Сагинова,6B06,B058,Ақпараттық қауіпсіздік - Информационная безопасность,50,Математика,Информатика,62,-,,100,20,,100,2768,10,37,15
23,Абылай хан атындағы Қазақ халықаралық қатынастар және әлем тілдері университеті - Казахский университет международных отношений и мировых языков имени Абылай хана,6B02,B135,Востоковедение,100,Всемирная история,Иностранный язык,116,-,,,,,10,70,,,
13,Л.Н. Гумилев атындағы Еуразия ұлттық университеті - Евразийский национальный университет имени Л.Н. Гумилева,6B02,B135,Востоковедение,90,Всемирная история,Иностранный язык,116,-,,,,,10,70,,,
27,Әл-Фараби атындағы Қазақ ұлттық университеті - Казахский национальный университет им.аль-Фараби,6B02,B135,Востоковедение,65,Всемирная история,Иностранный язык,116,-,,,,,10,70,,,
37,Қожа Ахмет Ясауи атындағы Халықаралық қазақ-түрік университеті - Международный казахско-турецкий университет имени Ходжи Ахмеда Ясави,6B1,BM087,Стоматология,100,Биология,Химия,130,127,,,,,,20,,,
27,Әл-Фараби атындағы Қазақ ұлттық университеті - Казахский национальный университет им.аль-Фараби,6B1,BM087,Стоматология,90,Биология,Химия,130,127,,,,,,20,,,
44,Оңтүстік Қазақстан медицина академиясы - Южно-Казахстанская медицинская академия,6B1,BM087,Стоматология,80,Биология,Химия,130,127,,,,,,20,,,
80,Қазақстан-Ресей медициналық университеті - Казахстанско-Российский медицинский университет,6B1,BM087,Стоматология,70,Биология,Химия,130,127,,,,,,20,,,
41,«Семей медицина университеті» КеАҚ - НАО «Медицинский университет Семей»,6B1,BM087,Стоматология,70,Биология,Химия,130,127,,,,,,20,,,
30,Қарағанды медицина университеті - Медицинский университет Караганды,6B1,BM087,Стоматология,70,Биология,Химия,130,127,,,,,,20,,,
4,М. Оспанов атындағы Батыс Қазақстан медицина университеті - Западно-Казахстанский медицинский университет имени М.Оспанова,6B1,BM087,Стоматология,70,Биология,Химия,130,127,,,,,,20,,,
26,С.Ж. Асфендияров атындағы Қазақ ұлттық медицина университеті - Казахский национальный медицинский университет имени С.Д. Асфендиярова,6B1,BM087,Стоматология,70,Биология,Химия,130,127,,,,,,20,,,
1,Астана медицина университеті - Медицинский университет Астана,6B1,BM087,Стоматология,70,Биология,Химия,130,127,,,,,,20,,,
21,«Нархоз» университеті - Университет «Нархоз»,6B11,B093,Мейрамхана ісі және мейманхана бизнесі - Ресторанное дело и гостиничный бизнес,100,География,Иностранный язык,101,87,,,,,5,320,,,
13,Л.Н. Гумилев атындағы Еуразия ұлттық университеті - Евразийский национальный университет имени Л.Н. Гумилева,6B11,B093,Мейрамхана ісі және мейманхана бизнесі - Ресторанное дело и гостиничный бизнес,90,География,Иностранный язык,101,87,,,,,5,320,,,
23,Абылай хан атындағы Қазақ халықаралық қатынастар және әлем тілдері университеті - Казахский университет международных отношений и мировых языков имени Абылай хана,6B11,B093,Мейрамхана ісі және мейманхана бизнесі - Ресторанное дело и гостиничный бизнес,80,География,Иностранный язык,101,87,,,,,5,320,,,
27,Әл-Фараби атындағы Қазақ ұлттық университеті - Казахский национальный университет им.аль-Фараби,6B11,B093,Мейрамхана ісі және мейманхана бизнесі - Ресторанное дело и гостиничный бизнес,75,География,Иностранный язык,101,87,,,,,5,320,,,
7,Абай атындағы Қазақ ұлттық педагогикалық университеті - Казахский национальный педагогический университет имени Абая,6B11,B093,Мейрамхана ісі және мейманхана бизнесі - Ресторанное дело и гостиничный бизнес,65,География,Иностранный язык,101,87,,,,,5,320,,,
37,Қожа Ахмет Ясауи атындағы Халықаралық қазақ-түрік университеті - Международный казахско-турецкий университет имени Ходжи Ахмеда Ясави,6B11,B093,Мейрамхана ісі және мейманхана бизнесі - Ресторанное дело и гостиничный бизнес,65,География,Иностранный язык,101,87,,,,,5,320,,,
31,Е.А. Бөкетов атындағы Қарағанды университеті - Карагандинский университет имени академика Е.А. Букетова,6B11,B093,Мейрамхана ісі және мейманхана бизнесі - Ресторанное дело и гостиничный бизнес,55,География,Иностранный язык,101,87,,,,,5,320,,,
184,«Тұран – Астана» университеті - Университет «Туран-Астана»,6B11,B093,Мейрамхана ісі және мейманхана бизнесі - Ресторанное дело и гостиничный бизнес,55,География,Иностранный язык,101,87,,,,,5,320,,,
182,Қ. Құлажанов атындағы қазақ технология және бизнес университеті - Казахский университет технологии и бизнеса им. К.Кулажанова,6B11,B093,Мейрамхана ісі және мейманхана бизнесі - Ресторанное дело и гостиничный бизнес,50,География,Иностранный язык,101,87,,,,,5,320,,,
20,Қазақ спорт және туризм академиясы - Казахская академия спорта и туризма,6B11,B093,Мейрамхана ісі және мейманхана бизнесі - Ресторанное дело и гостиничный бизнес,50,География,Иностранный язык,101,87,,,,,5,320,,,
3,Ш. Есенов атындағы Каспий технологиялар және инжиниринг университеті - Каспийский университет технологии и инжиниринга имени Ш.Есенова,6B11,B093,Мейрамхана ісі және мейманхана бизнесі - Ресторанное дело и гостиничный бизнес,50,География,Иностранный язык,101,87,,,,,5,320,,,
43,М.Х. Дулати атындағы Тараз өңірлік университеті - Таразский региональный университет имени М.Х. Дулати,6B11,B093,Мейрамхана ісі және мейманхана бизнесі - Ресторанное дело и гостиничный бизнес,50,География,Иностранный язык,101,87,,,,,5,320,,,
38,Торайғыров университеті - Торайгыров университет,6B11,B093,Мейрамхана ісі және мейманхана бизнесі - Ресторанное дело и гостиничный бизнес,50,География,Иностранный язык,101,87,,,,,5,320,,,
36,Ахмет Байтұрсынов атындағы Қостанай өңірлік университеті - Костанайский региональный университет имени Ахмета Байтурсынова,6B11,B093,Мейрамхана ісі және мейманхана бизнесі - Ресторанное дело и гостиничный бизнес,50,География,Иностранный язык,101,87,,,,,5,320,,,
122,ҚАЗТҰТЫНУОДАҒЫ ҚАРАҒАНДЫ УНИВЕРСИТЕТІ ЖММ - ЧУ КАРАГАНДИНСКИЙ УНИВЕРСИТЕТ КАЗПОТРЕБСОЮЗА,6B11,B093,Мейрамхана ісі және мейманхана бизнесі - Ресторанное дело и гостиничный бизнес,50,География,Иностранный язык,101,87,,,,,5,320,,,
160,Еуразия технологиялық университеті - Евразийский технологический университет,6B11,B093,Мейрамхана ісі және мейманхана бизнесі - Ресторанное дело и гостиничный бизнес,50,География,Иностранный язык,101,87,,,,,5,320,,,
153,Қазақстан-Американдық еркін университеті - Казахстанско-Американский свободный университет,6B11,B093,Мейрамхана ісі және мейманхана бизнесі - Ресторанное дело и гостиничный бизнес,50,География,Иностранный язык,101,87,,,,,5,320,,,
93,«Тұран» университеті - Университет «Туран»,6B11,B093,Мейрамхана ісі және мейманхана бизнесі - Ресторанное дело и гостиничный бизнес,50,География,Иностранный язык,101,87,,,,,5,320,,,
53,Алматы технологиялық университеті - Алматинский технологический университет,6B11,B093,Мейрамхана ісі және мейманхана бизнесі - Ресторанное дело и гостиничный бизнес,50,География,Иностранный язык,101,87,,,,,5,320,,,
45,М. Әуезов атындағы Оңтүстік Қазақстан университеті - Южно-Казахстанский университет имени М. Ауэзова,6B11,B093,Мейрамхана ісі және мейманхана бизнесі - Ресторанное дело и гостиничный бизнес,50,География,Иностранный язык,101,87,,,,,5,320,,,
83,Алматы менеджмент университеті - Алматы менеджмент университет,6B11,B093,Мейрамхана ісі және мейманхана бизнесі - Ресторанное дело и гостиничный бизнес,50,География,Иностранный язык,101,87,,,,,5,320,,,
69,К.Сағадиев атындағы Халықаралық бизнес университеті - Университет Международного бизнеса им.К.Сагадиева,6B11,B093,Мейрамхана ісі және мейманхана бизнесі - Ресторанное дело и гостиничный бизнес,50,География,Иностранный язык,101,87,,,,,5,320,,,
